Provincia,Localidad,Hospital / Unidad Docente,Especialidad,Plazas Ofertadas,Latitud,Longitud
CIUDAD REAL,CIUDAD REAL,UDM GERIATRÍA DEL H. GENERAL UNIVERSITARIO DE CIUDAD REAL. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,3,38.9854201,-3.9285138
CIUDAD REAL,CIUDAD REAL,UDM SALUD LABORAL DE CASTILLA LA MANCHA-HOSPITAL GENERAL UNIVERSITARIO DE CIUDAD REAL. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,2,38.9854201,-3.9285138
CIUDAD REAL,MANZANARES,UDM AFYC DE MANZANARES. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,2,38.9962242,-3.3722143
CIUDAD REAL,MANZANARES,UDM SALUD LABORAL DE CASTILLA LA MANCHA-HOSPITAL VIRGEN DE ALTAGRACIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,38.9962242,-3.3722143
CIUDAD REAL,PUERTOLLANO,UDM AFYC CIUDAD REAL. ZONA II PUERTOLLANO. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,38.6852161,-4.1111749
CIUDAD REAL,TOMELLOSO,UDM AFYC DE TOMELLOSO. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,2,39.1585549,-3.0214851
CIUDAD REAL,TOMELLOSO,UDM SALUD LABORAL DE CASTILLA LA MANCHA-HOSPITAL GENERAL DE TOMELLOSO. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,39.1585549,-3.0214851
CIUDAD REAL,VALDEPEÑAS,UDM AFYC CIUDAD REAL. ZONA III VALDEPEÑAS. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,3,38.7594573,-3.3847392
CUENCA,CUENCA,UDM AFYC DE CUENCA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,6,40.0661031,-2.1313528
CUENCA,CUENCA,UD ENFOBG DEL SESCAM DE CUENCA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,5,40.0661031,-2.1313528
GUADALAJARA,GUADALAJARA,UDM SALUD MENTAL H. UNIVERSITARIO DE GUADALAJARA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,3,40.6326979,-3.1646067
GUADALAJARA,GUADALAJARA,UDM AFYC DE GUADALAJARA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,8,40.6326979,-3.1646067
GUADALAJARA,GUADALAJARA,UDM OBSTETRICIA Y GINECOLOGÍA DEL H. UNIVERSITARIO DE GUADALAJARA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,40.6326979,-3.1646067
GUADALAJARA,GUADALAJARA,UDM GERIATRÍA DEL H. GENERAL UNIVERSITARIO DE GUADALAJARA. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,3,40.6326979,-3.1646067
GUADALAJARA,GUADALAJARA,UDM SALUD LABORAL DE CASTILLA LA MANCHA-HOSPITAL GENERAL UNIVERSITARIO DE GUADALAJARA. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,40.6326979,-3.1646067
TOLEDO,TALAVERA DE LA REINA,UDM SALUD MENTAL H. GENERAL NUESTRA SEÑORA DEL PRADO DE TALAVERA DE LA REINA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,39.9603798,-4.8311717
TOLEDO,TALAVERA DE LA REINA,UDM AFYC DE TALAVERA DE LA REINA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,7,39.9603798,-4.8311717
TOLEDO,TALAVERA DE LA REINA,UDM SALUD LABORAL DE CASTILLA LA MANCHA-H. GENERAL NUESTRA SEÑORA DEL PRADO. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,2,39.9603798,-4.8311717
TOLEDO,TALAVERA DE LA REINA,UDM OBSTETRICIA Y GINECOLOGÍA HOSPITAL GENERAL NUESTRA SEÑORA DEL PRADO. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,39.9603798,-4.8311717
TOLEDO,TOLEDO,UDM SALUD MENTAL C.H. UNIVERSITARIO DE TOLEDO. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,3,39.8558913,-4.024265
TOLEDO,TOLEDO,UDM AFYC DE TOLEDO-ÁREA TOLEDO. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,10,39.8558913,-4.024265
TOLEDO,TOLEDO,UDM SALUD LABORAL DE CASTILLA LA MANCHA-HOSPITAL UNIVERSITARIO DE TOLEDO. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,39.8558913,-4.024265
TOLEDO,TOLEDO,UD ENFOBG DEL SESCAM DE TOLEDO. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,12,39.8558913,-4.024265
TOLEDO,TOLEDO,UDM PEDIATRÍA DEL C.H. UNIVERSITARIO DE TOLEDO. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,4,39.8558913,-4.024265
TOLEDO,TOLEDO,UDM GERIATRÍA C.H. UNIVERSITARIO DE TOLEDO. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,5,39.8558913,-4.024265
BARCELONA,BADALONA,UDM AFYC BADALONA SERVEIS ASSISTENCIALS. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,5,41.4493539,2.248254
BARCELONA,BADALONA,UDM SALUD LABORAL H.UNIVERSITARI GERMANS TRIAS I PUJOL. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,41.4493539,2.248254
BARCELONA,BADALONA,UDM OBSTETRICIA Y GINECOLOGÍA H. UNIVERSITARI GERMANS TRIAS I PUJOL. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,4,41.4493539,2.248254
BARCELONA,BADALONA,UDM PEDIATRÍA H. UNIVERSITARI GERMANS TRÍAS Y PUJOL. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,4,41.4493539,2.248254
BARCELONA,BADALONA,UDM GERIATRÍA H. UNIVERSITARI GERMANS TRIAS I PUJOL. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,2,41.4493539,2.248254
BARCELONA,BADALONA,UDM SALUD MENTAL H. UNIVERSITARI GERMANS TRIAS I PUJOL. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,41.4493539,2.248254
BARCELONA,BARCELONA,UDM AFYC BARCELONA CIUTAT ICS. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,32,41.3825802,2.177073
BARCELONA,BARCELONA,UDM AFYC ACEBA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,13,41.3825802,2.177073
BARCELONA,BARCELONA,UDM SALUD MENTAL H. DE LA SANTA CREU I SANT PAU. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,4,41.3825802,2.177073
BARCELONA,BARCELONA,UDM AFYC CLÍNIC-MATERNITAT. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,8,41.3825802,2.177073
BARCELONA,BARCELONA,UDM SALUD MENTAL DEL H. DEL MAR - PARC DE SALUT MAR. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,8,41.3825802,2.177073
BARCELONA,BARCELONA,UDM AFYC PARC SANITARI PERE VIRGILI. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,41.3825802,2.177073
BARCELONA,BARCELONA,UDM SALUD LABORAL H. DEL MAR -PARC DE SALUT MAR. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,2,41.3825802,2.177073
BARCELONA,BARCELONA,UDM SALUD LABORAL H. UNIVERSITARI VALL D´HEBRON. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,41.3825802,2.177073
BARCELONA,BARCELONA,UDM SALUD LABORAL DEL H. CLÌNIC DE BARCELONA. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,2,41.3825802,2.177073
BARCELONA,BARCELONA,UDM SALUD LABORAL DEL H. SANTA CREU I SANT PAU. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,41.3825802,2.177073
BARCELONA,BARCELONA,UDM OBSTETRICIA Y GINECOLOGÍA H. UNIVERSITARI VALL D´HEBRON. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,4,41.3825802,2.177073
BARCELONA,BARCELONA,UDM OBSTETRICIA Y GINECOLOGÍA H. CLÍNIC DE BARCELONA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,6,41.3825802,2.177073
BARCELONA,BARCELONA,UDM OBSTETRICIA Y GINECOLOGÍA H. DEL MAR - PARC DE SALUT MAR. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,41.3825802,2.177073
BARCELONA,BARCELONA,UDM OBSTETRICIA Y GINECOLOGÍA H. DE LA SANTA CREU I SANT PAU. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,41.3825802,2.177073
BARCELONA,BARCELONA,UDM PEDIATRÍA H. UNIVERSITARI VALL D´HEBRON. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,15,41.3825802,2.177073
BARCELONA,BARCELONA,UDM PEDIATRÍA DEL H. DE LA SANTA CREU I SANT PAU. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,4,41.3825802,2.177073
BARCELONA,BARCELONA,UDM PEDIATRÍA CORPORACIÓ SANITÀRIA PARC TAULÍ PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,3,41.3825802,2.177073
BARCELONA,BARCELONA,UDM PEDIATRÍA HOSPITAL HM NENS DE BARCELONA. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,1,41.3825802,2.177073
BARCELONA,BARCELONA,UDM PEDIATRÍA DEL HOSPITAL UNIVERSITARI DEXEUS. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,1,41.3825802,2.177073
BARCELONA,BARCELONA,UDM GERIATRÍA H. CLÍNIC DE BARCELONA. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,2,41.3825802,2.177073
BARCELONA,BARCELONA,UDM GERIATRÍA H. DEL MAR -PARC DE SALUT MAR. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,2,41.3825802,2.177073
BARCELONA,BARCELONA,UDM SALUD MENTAL H. CLÍNIC DE BARCELONA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,5,41.3825802,2.177073
BARCELONA,BARCELONA,UDM SALUD MENTAL H. UNIVERSITARIO VALL D´ HEBRON. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,41.3825802,2.177073
BARCELONA,CALELLA,UDM GERIATRÍA DE LA CORPORACIÓ DE SALUT DEL MARESME I LA SELVA. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,3,41.6132925,2.6576102
BARCELONA,CORNELLÀ DE LLOBREGAT,UDM AFYC COSTA PONENT (METROPOLITANA SUD) ICS. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,32,41.355724,2.0706225
BARCELONA,ESPLUGUES DE LLOBREGAT,UDM OBSTETRICIA Y GINECOLOGÍA H. SANT JOAN DE DÉU. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,4,41.3776796,2.0899722
BARCELONA,ESPLUGUES DE LLOBREGAT,UDM PEDIATRÍA H. SANT JOAN DE DÉU. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,16,41.3776796,2.0899722
BARCELONA,GRANOLLERS,UDM SALUD LABORAL DE LA FUNDACIÓ PRIVADA H. ASIL DE GRANOLLERS. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,41.6079555,2.2876008
BARCELONA,GRANOLLERS,UDM OBSTETRICIA Y GINECOLOGÍA FUNDACIÓ PRIVADA H. ASIL DE GRANOLLERS. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,4,41.6079555,2.2876008
BARCELONA,GRANOLLERS,UDM GERIATRÍA FUNDACIÓ PRIVADA H. ASIL DE GRANOLLERS. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,3,41.6079555,2.2876008
BARCELONA,L´HOSPITALET DE LLOBREGAT,UDM SALUD LABORAL HOSPITAL UNIVERSITARI DE BELLVITGE. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,41.3598601,2.0997927
BARCELONA,L´HOSPITALET DE LLOBREGAT,UDM SALUD LABORAL DEL CONSORCI SANITARI INTEGRAL. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,41.3598601,2.0997927
BARCELONA,L´HOSPITALET DE LLOBREGAT,UDM OBSTETRICIA Y GINECOLOGÍA CONSORCI SANITARI INTEGRAL. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,41.3598601,2.0997927
BARCELONA,L´HOSPITALET DE LLOBREGAT,UDM GERIATRÍA CONSORCI SANITARI INTEGRAL. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,3,41.3598601,2.0997927
BARCELONA,L´HOSPITALET DE LLOBREGAT,UDM SALUD MENTAL H. UNIVERSITARI DE BELLVITGE. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,41.3598601,2.0997927
BARCELONA,IGUALADA,UDM OBSTETRICIA Y GINECOLOGÍA CONSORCI SANITARI DE L´ANOIA. H. D ´IGUALADA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,41.5790182,1.617346
BARCELONA,IGUALADA,UDM GERIATRÍA CONSORCI SANITARI DE L´ANOIA. H. D´IGUALADA. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,3,41.5790182,1.617346
BARCELONA,MANRESA,UDM AFYC CATALUNYA CENTRAL ICS. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,19,41.7288939,1.8286765
BARCELONA,MANRESA,"UDM OBSTETRICIA Y GINECOLOGÍA H. UNIVERSITARI SANT JOAN DE DÉU DE MANRESA, ALTHAIA. PLAZAS ELEGIBLES PLAZAS",Enfermería Obstetrico-Ginecológica.,3,41.7288939,1.8286765
BARCELONA,MANRESA,"UDM SALUD MENTAL. H. UNIVERSITARI SANT JOAN DE DÉU DE MANRESA, ALTHAIA. PLAZAS ELEGIBLES PLAZAS",Enfermería De Salud Mental.,2,41.7288939,1.8286765
BARCELONA,MARTORELL,UDM SALUT MENTAL FUNDACIÓ HOSPITALÀRIES MARTORELL. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,41.4769177,1.9283971
BARCELONA,MATARÓ,UDM SALUD MENTAL CONSORCI SANITARI DEL MARESME. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,3,41.5398348,2.4448926
BARCELONA,MATARÓ,UDM AFYC CONSORCI SANITARI DEL MARESME. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,8,41.5398348,2.4448926
BARCELONA,MATARÓ,UDM OBSTETRICIA Y GINECOLOGÍA CONSORCI SANITARI DEL MARESME. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,41.5398348,2.4448926
BARCELONA,MATARÓ,UDM GERIATRÍA DEL CONSORCI SANITARI DEL MARESME. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,1,41.5398348,2.4448926
BARCELONA,MOLLET DEL VALLÈS,UDM GERIATRÍA H. DE MOLLET. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,1,41.5393484,2.2130934
BARCELONA,SABADELL,UDM SALUD MENTAL CORPORACIÓ SANITÀRIA PARC TAULÍ PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,3,41.5421013,2.1138977
BARCELONA,SABADELL,UDM AFYC METROPOLITANA NORD ICS. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,13,41.5421013,2.1138977
BARCELONA,SABADELL,UDM SALUD LABORAL CORPORACIÓ SANITÀRIA PARC TAULÌ PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,41.5421013,2.1138977
BARCELONA,SABADELL,UDM OBSTETRICIA Y GINECOLOGÍA CORPORACIÓ SANITÀRIA PARC TAULÍ PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,4,41.5421013,2.1138977
BARCELONA,SABADELL,UDM GERIATRÍA CORPORACIÓ SANITÀRIA PARC TAULÍ PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,2,41.5421013,2.1138977
BARCELONA,SANT BOI DE LLOBREGAT,UDM OBSTETRICIA Y GINECOLOGÍA PARC SANITARI SANT JOAN DE DÉU. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,1,41.3459033,2.0413673
BARCELONA,SANT BOI DE LLOBREGAT,UDM GERIATRÍA PARC SANITARI SANT JOAN DE DÉU. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,1,41.3459033,2.0413673
BARCELONA,SANT BOI DE LLOBREGAT,UDM SALUD MENTAL FUNDACIÓ HOSPITALÀRIES SANT BOI. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,4,41.3459033,2.0413673
BARCELONA,SANT BOI DE LLOBREGAT,UDM SALUD MENTAL PARC SANITARI SANT JOAN DE DÉU. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,6,41.3459033,2.0413673
BARCELONA,SANT CUGAT DEL VALLÈS,UDM PEDIATRIA H. UNIVERSITARI GENERAL DE CATALUNYA. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,1,41.4728432,2.0817809
BARCELONA,TERRASSA,UDM AFYC MÚTUA TERRASSA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,10,41.5629623,2.0100492
BARCELONA,TERRASSA,UDM AFYC CONSORCI SANITARI DE TERRASA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,9,41.5629623,2.0100492
BARCELONA,TERRASSA,UDM SALUD LABORAL CONSORCI SANITARI DE TERRASSA. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,41.5629623,2.0100492
BARCELONA,TERRASSA,UDM SALUD LABORAL HOSPITAL UNIVERSITARIO MUTUA TERRASSA. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,41.5629623,2.0100492
BARCELONA,TERRASSA,UDM OBSTETRICIA Y GINECOLOGÍA CONSORCI SANITARI DE TERRASSA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,41.5629623,2.0100492
BARCELONA,TERRASSA,UDM OBSTETRICIA Y GINECOLOGÍA H. UNIVERSITARI MÚTUA TERRASSA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,41.5629623,2.0100492
BARCELONA,TERRASSA,UDM PEDIATRÍA DEL CONSORCI SANITARI DE TERRASSA. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,2,41.5629623,2.0100492
BARCELONA,TERRASSA,UDM GERIATRÍA CONSORCI SANITARI DE TERRASSA. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,2,41.5629623,2.0100492
BARCELONA,TERRASSA,UDM SALUD MENTAL CONSORCI SANITARI DE TERRASSA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,3,41.5629623,2.0100492
BARCELONA,TERRASSA,UDM DE SALUD MENTAL H. UNIVERSITARI MUTUA DE TERRASSA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,41.5629623,2.0100492
BARCELONA,VIC,UDM SALUD MENTAL CONSORCI HOSPITALARI DE VIC. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,41.9302021,2.2545943
BARCELONA,VIC,UDM OBSTETRICIA Y GINECOLOGÍA CONSORCI HOSPITALARI DE VIC. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,41.9302021,2.2545943
BARCELONA,VIC,UDM PEDIATRÍA DEL CONSORCI HOSPITALARI DE VIC. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,1,41.9302021,2.2545943
BARCELONA,VIC,UDM GERIATRÍA CONSORCI HOSPITALARI DE VIC. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,3,41.9302021,2.2545943
BARCELONA,VILANOVA I LA GELTRÚ,UDM GERIATRÍA CONSORCI SANITARI DE L´ALT PENEDÈS I GARRAF. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,4,41.2241992,1.7256327
GIRONA,FIGUERES,UDM OBSTETRICIA Y GINECOLOGÍA H. DE FIGUERES. FUNDACIÓ SALUT EMPORDÀ PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,42.2666314,2.9638434
GIRONA,FIGUERES,UDM GERIATRÍA H. DE FIGUERES. FUNDACIÓ SALUT EMPORDÀ PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,2,42.2666314,2.9638434
GIRONA,GIRONA,UDM AFYC GIRONA ICS. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,8,41.9793006,2.8199439
GIRONA,GIRONA,UDM SALUD LABORAL H. UNIVERSITARI DE GIRONA DOCTOR JOSEP TRUETA. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,41.9793006,2.8199439
GIRONA,GIRONA,UDM OBSTETRICIA Y GINECOLOGÍA H. UNIVERSITARI DE GIRONA DOCTOR JOSEP TRUETA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,4,41.9793006,2.8199439
GIRONA,GIRONA,UDM PEDIATRÍA H. UNIVERSITARI DE GIRONA DOCTOR JOSEP TRUETA. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,2,41.9793006,2.8199439
GIRONA,PALAMÓS,UDM AFYC SERVEIS DE SALUT INTEGRATS BAIX EMPORDÀ PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,6,41.8495354,3.1278785
GIRONA,PALAMÓS,UDM OBSTETRICIA Y GINECOLOGÍA H. DE PALAMÓS. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,1,41.8495354,3.1278785
GIRONA,SALT,UDM SALUD MENTAL INSTITUT D´ASSISTÈNCIA SANITÀRIA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,5,41.9741672,2.7949886
GIRONA,SALT,UDM OBSTETRICIA Y GINECOLOGÍA H. SANTA CATERINA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,41.9741672,2.7949886
LLEIDA,LLEIDA,UDM AFYC LLEIDA ICS. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,10,41.6147605,0.6267842
LLEIDA,LLEIDA,UDM OBSTETRICIA Y GINECOLOGÍA H. UNIVERSITARI ARNAU DE VILANOVA DE LLEIDA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,5,41.6147605,0.6267842
LLEIDA,LLEIDA,UDM PEDIATRÍA H. UNIVERSITARI ARNAU DE VILANOVA DE LLEIDA. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,2,41.6147605,0.6267842
LLEIDA,LLEIDA,UDM GERIATRÍA DEL H. UNIVERSITARIO ARNAU DE VILANOVA. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,2,41.6147605,0.6267842
LLEIDA,LLEIDA,UDM SALUD MENTAL H. UNIVERSITARI ARNAU DE VILANOVA DE LLEIDA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,3,41.6147605,0.6267842
TARRAGONA,REUS,UDM SALUD LABORAL H. UNIVERSITARIO SANT JOAN DE REUS. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,41.1555564,1.1076133
TARRAGONA,REUS,UDM OBSTERICIA Y GINECOLOGÍA DEL H. UNIVERSITARIO SANT JOAN DE REUS. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,41.1555564,1.1076133
TARRAGONA,REUS,UDM PEDIATRÍA DEL H. UNIVERSITARI SANT JOAN DE REUS. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,2,41.1555564,1.1076133
TARRAGONA,REUS,UDM GERIATRÍA DEL H. UNIVERSITARIO SANT JOAN DE REUS. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,1,41.1555564,1.1076133
TARRAGONA,REUS,UDM SALUD MENTAL INSTITUT PERE MATA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,3,41.1555564,1.1076133
TARRAGONA,TARRAGONA,UDM AFYC TARRAGONA ICS. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,12,41.1172364,1.2546057
TARRAGONA,TARRAGONA,UDM DE SALUD LABORAL DEL HOSPITAL UNIVERSITARI DE TARRAGONA JOAN XXIII. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,41.1172364,1.2546057
TARRAGONA,TARRAGONA,UDM OBSTETRICIA Y GINECOLOGÍA H. UNIVERSITARI DE TARRAGONA JOAN XXIII. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,4,41.1172364,1.2546057
TARRAGONA,TARRAGONA,UDM PEDIATRÍA DEL H. UNIVERSITARIO DE TARRAGONA JOAN XXIII. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,2,41.1172364,1.2546057
TARRAGONA,TORTOSA,UDM OBSTETRICIA Y GINECOLOGÍA H. DE TORTOSA VERGE DE LA CINTA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,40.8110158,0.5209333
TARRAGONA,TORTOSA,UDM GERIATRÍA H. SANTA CREU DE JESÚS-TORTOSA. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,2,40.8110158,0.5209333
ALICANTE/ALACANT,ALCOY / ALCOI,UDM AFYC DE ALICANTE. ALCOY. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,2,38.7085187,-0.4655401
ALICANTE/ALACANT,ALCOY / ALCOI,UD ENFOBG (EVES). H. VIRGEN DE LOS LIRIOS DE ALCOY. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,38.7085187,-0.4655401
ALICANTE/ALACANT,ALCOY / ALCOI,UDM PEDIATRÍA DEL H. VIRGEN DE LOS LIRIOS. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,1,38.7085187,-0.4655401
ALICANTE/ALACANT,ALICANTE / ALACANT,UDM AFYC DE ALICANTE. ALICANTE. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,38.7085187,-0.4655401
ALICANTE/ALACANT,ALICANTE / ALACANT,UD ENFOBG (EVES). H.GENERAL UNIVERSITARIO DE ALICANTE. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,9,38.7085187,-0.4655401
